nu	S
3.016902820000000247e+02	2.218999999999999877e-28
3.018221679999999765e+02	1.097000000000000075e-22
3.018664689999999950e+02	2.000999999999999984e-19
3.019018879999999854e+02	5.170999999999999898e-29
3.019714930000000095e+02	1.547000000000000045e-29
3.020808539999999880e+02	7.617000000000000158e-28
3.021346740000000182e+02	9.353000000000000079e-28
3.021989659999999844e+02	2.978999999999999716e-26
3.023552010000000223e+02	8.456999999999999749e-24
3.023605499999999893e+02	3.119999999999999812e-28
3.026440810000000283e+02	9.032999999999999940e-22
3.026444280000000049e+02	3.011000000000000137e-22
3.027208009999999945e+02	3.929000000000000075e-28
3.027734280000000240e+02	2.394000000000000009e-27
3.028179840000000240e+02	3.111999999999999946e-22
3.029190310000000181e+02	6.040999999999999713e-27
3.029469730000000141e+02	1.418000000000000062e-28
3.029704189999999926e+02	1.247000000000000042e-27
3.029754449999999792e+02	1.440000000000000015e-30
3.029804970000000139e+02	9.193000000000000290e-29
3.029816569999999842e+02	8.598000000000000395e-19
3.029853180000000066e+02	2.865999999999999811e-19
3.030155030000000238e+02	3.239999999999999990e-30
3.030205020000000218e+02	1.775999999999999924e-28
3.031106649999999831e+02	6.049999999999999585e-19
3.031931010000000128e+02	6.241000000000000268e-30
3.032193530000000123e+02	9.628000000000000186e-30
3.032777159999999981e+02	3.189000000000000154e-25
3.033548610000000281e+02	8.466999999999999853e-22
3.033996179999999754e+02	2.824000000000000056e-22
3.034075119999999970e+02	1.063999999999999972e-25
3.035322140000000104e+02	2.500000000000000096e-27
3.036681770000000142e+02	1.046000000000000023e-25
3.037279520000000161e+02	1.000000000000000038e-25
3.037282529999999952e+02	3.916000000000000214e-29
3.037498320000000263e+02	2.976999999999999836e-25
3.040004509999999982e+02	1.298000000000000052e-29
3.040412000000000035e+02	2.340000000000000083e-28
3.041025690000000168e+02	1.229000000000000039e-30
3.042210220000000049e+02	1.372000000000000002e-28
3.042498069999999757e+02	2.854000000000000070e-29
3.045302960000000212e+02	6.939000000000000270e-30
3.045986439999999789e+02	9.481000000000000082e-22
3.046326090000000022e+02	4.588999999999999794e-29
3.047565369999999803e+02	2.393999999999999919e-28
3.048801419999999780e+02	4.419999999999999881e-21
3.050038010000000099e+02	1.147000000000000012e-28
3.050382730000000038e+02	1.046999999999999891e-28
3.051068510000000060e+02	5.007999999999999941e-30
3.053423260000000141e+02	2.097000000000000091e-30
3.053737639999999942e+02	7.851000000000000682e-30
3.055376660000000015e+02	5.381000000000000147e-26
3.055819640000000277e+02	1.793999999999999914e-26
3.060940059999999789e+02	9.834999999999999917e-22
3.063590929999999730e+02	1.232999999999999977e-30
3.064400489999999877e+02	1.347000000000000028e-30
3.064617370000000278e+02	1.765999999999999895e-30
3.066205600000000118e+02	1.846999999999999994e-26
3.067062940000000140e+02	4.112999999999999656e-31
3.067208570000000236e+02	1.142000000000000011e-29
3.070059860000000072e+02	6.444000000000000369e-30
3.073481429999999932e+02	3.277999999999999881e-28
3.075287589999999796e+02	8.475999999999999922e-28
3.076249250000000188e+02	1.726999999999999948e-28
3.077316280000000006e+02	2.767000000000000006e-30
3.077424540000000093e+02	3.248999999999999984e-25
3.078920420000000036e+02	4.200000000000000350e-30
3.080023899999999912e+02	8.224999999999999671e-25
3.082009090000000242e+02	2.869000000000000099e-28
3.083308959999999956e+02	3.620000000000000124e-22
3.085177239999999870e+02	2.307000000000000038e-30
3.085296549999999911e+02	3.541000000000000334e-27
3.086015699999999811e+02	3.119999999999999812e-28
3.086235819999999990e+02	2.066999999999999945e-26
3.087411619999999743e+02	2.904999999999999810e-26
3.087703530000000001e+02	1.766000000000000035e-29
3.087826759999999808e+02	3.932999999999999963e-28
3.088784200000000055e+02	1.310999999999999913e-28
3.089565529999999853e+02	2.386000000000000077e-23
3.090580079999999725e+02	3.544999999999999864e-27
3.092367580000000089e+02	5.038000000000000027e-27
3.094159460000000195e+02	2.381000000000000016e-30
3.094724340000000211e+02	3.721000000000000028e-21
3.097490109999999959e+02	2.620999999999999854e-28
3.097890580000000114e+02	5.543999999999999731e-24
3.097898220000000151e+02	1.847999999999999910e-24
3.098487230000000068e+02	6.858000000000000327e-26
3.098700989999999820e+02	2.286000000000000013e-26
3.099193789999999922e+02	2.613999999999999910e-30
3.099788899999999785e+02	4.952000000000000188e-29
3.102141169999999875e+02	4.368000000000000028e-29
3.104551549999999907e+02	1.131999999999999940e-30
3.104792130000000157e+02	8.015999999999999995e-29
3.106827180000000226e+02	3.998999999999999913e-28
3.106864400000000046e+02	1.731000000000000058e-24
3.110572070000000053e+02	1.738000000000000159e-30
3.110915489999999863e+02	5.422000000000000059e-28
3.112198060000000055e+02	1.448999999999999958e-27
3.112898059999999987e+02	1.335000000000000041e-30
3.116254349999999818e+02	1.039999999999999982e-30
3.117279980000000137e+02	4.286999999999999739e-21
3.117454640000000268e+02	2.075000000000000094e-25
3.118127069999999890e+02	9.514999999999999812e-30
3.119288510000000088e+02	5.199999999999999733e-30
3.120236179999999990e+02	3.192000000000000042e-30
3.120515379999999936e+02	4.407999999999999891e-30
3.122255470000000059e+02	9.213999999999999759e-30
3.125334100000000035e+02	1.432000000000000060e-23
3.127261349999999993e+02	4.076000000000000228e-29
3.127755179999999768e+02	4.082000000000000266e-26
3.128925530000000208e+02	1.178999999999999969e-27
3.132251860000000079e+02	1.072000000000000005e-30
3.132321269999999913e+02	1.015000000000000058e-22
3.133653160000000071e+02	6.933000000000000101e-30
3.134266129999999748e+02	1.259000000000000021e-28
3.137566370000000120e+02	1.424999999999999944e-30
3.137604259999999954e+02	4.275999999999999684e-30
3.140620710000000031e+02	6.997999999999999931e-26
3.142278729999999882e+02	4.226999999999999999e-27
3.142471340000000168e+02	5.733000000000000001e-30
3.142471530000000257e+02	1.911000000000000117e-30
3.143136499999999955e+02	1.932000000000000007e-30
3.143314540000000079e+02	6.027999999999999886e-30
3.143417200000000093e+02	8.597000000000000632e-30
3.145650979999999777e+02	1.054000000000000025e-30
3.147198359999999866e+02	1.088999999999999958e-30
3.147418930000000046e+02	1.177000000000000013e-20
3.147550739999999792e+02	2.524999999999999860e-30
3.149503379999999879e+02	1.100999999999999945e-30
3.149652459999999792e+02	1.806999999999999996e-30
3.150031260000000088e+02	5.588999999999999877e-29
3.150031339999999886e+02	1.862999999999999959e-29
3.150049300000000017e+02	5.422999999999999695e-30
3.150813400000000115e+02	9.089999999999999635e-20
3.152048130000000015e+02	3.623999999999999841e-25
3.152612110000000030e+02	4.748999999999999667e-30
3.153299630000000207e+02	8.193000000000000487e-30
3.153887070000000108e+02	3.150999999999999842e-28
3.154212160000000154e+02	3.475000000000000290e-30
3.154215479999999729e+02	1.157999999999999970e-30
3.154884569999999826e+02	6.056000000000000101e-27
3.154994510000000218e+02	1.584000000000000034e-30
3.155424899999999866e+02	2.018999999999999994e-27
3.155829939999999851e+02	2.657999999999999821e-24
3.159101109999999721e+02	1.099000000000000064e-30
3.160064730000000282e+02	1.110000000000000022e-30
3.160410449999999969e+02	3.832999999999999843e-30
3.163212879999999814e+02	2.965999999999999855e-29
3.164247609999999895e+02	1.132999999999999968e-30
3.165687679999999773e+02	1.130000000000000059e-30
3.165857599999999934e+02	4.822000000000000318e-30
3.165924350000000231e+02	1.608000000000000008e-30
3.166017810000000168e+02	3.098000000000000068e-27
3.166661609999999882e+02	1.085999999999999910e-25
3.167721779999999967e+02	5.702999999999999859e-30
3.168607250000000022e+02	1.730000000000000088e-28
3.169199179999999956e+02	2.354999999999999986e-30
3.169628450000000157e+02	7.310999999999999516e-30
3.170108389999999758e+02	5.023000000000000357e-27
3.172695529999999735e+02	1.242000000000000047e-28
3.173310730000000035e+02	1.072999999999999947e-25
3.173313029999999912e+02	3.577999999999999856e-26
3.173820870000000127e+02	6.464999999999999558e-30
3.174557100000000105e+02	1.611000000000000092e-30
3.174679429999999911e+02	5.546999999999999706e-28
3.175619419999999877e+02	2.124000000000000149e-30
3.175736329999999725e+02	3.255999999999999739e-30
3.176294720000000211e+02	1.610999999999999882e-29
3.177591590000000110e+02	9.799999999999999415e-30
3.177917689999999880e+02	4.709999999999999972e-30
3.179785979999999768e+02	8.949999999999999905e-29
3.180693360000000212e+02	3.641999999999999934e-27
3.182891549999999938e+02	2.244000000000000019e-30
3.183595960000000105e+02	1.038999999999999953e-30
3.184260959999999727e+02	1.342999999999999916e-30
3.188451729999999884e+02	4.216000000000000239e-29
3.190057739999999740e+02	1.020999999999999973e-30
3.190371969999999919e+02	5.243000000000000129e-28
3.190872279999999819e+02	2.468999999999999897e-29
3.190981469999999831e+02	1.266000000000000049e-28
3.196167469999999753e+02	3.020000000000000112e-30
3.198761769999999842e+02	1.526000000000000014e-23
3.199367629999999849e+02	2.312999999999999856e-30
3.200531310000000076e+02	3.052999999999999980e-27
3.200559920000000034e+02	9.149999999999999922e-27
3.201507619999999861e+02	9.993000000000000637e-30
3.203285349999999880e+02	4.295000000000000057e-22
3.203496710000000007e+02	1.434000000000000063e-28
3.204135289999999827e+02	2.402000000000000149e-22
3.204136500000000183e+02	8.005000000000000000e-23
3.206632900000000177e+02	1.158999999999999998e-30
3.206722940000000222e+02	6.360999999999999437e-30
3.206739119999999730e+02	2.120000000000000037e-30
3.207266280000000052e+02	5.993999999999999771e-29
3.207909129999999891e+02	2.584999999999999976e-22
3.208601800000000139e+02	1.804000000000000038e-28
3.208959350000000086e+02	5.121999999999999922e-29
3.209320720000000051e+02	2.862000000000000277e-26
3.209538190000000100e+02	1.361999999999999924e-30
3.210000309999999786e+02	8.589999999999999785e-26
3.210133569999999850e+02	5.014000000000000110e-30
3.211034280000000081e+02	7.591000000000000364e-23
3.211248550000000250e+02	2.277999999999999824e-22
3.213892690000000130e+02	7.301999999999999544e-29
3.214892259999999737e+02	1.701000000000000170e-30
3.216979989999999816e+02	8.680999999999999996e-23
3.219026959999999917e+02	8.672000000000000472e-26
3.219182159999999726e+02	2.071000000000000060e-30
3.219209220000000187e+02	1.227000000000000018e-29
3.221555470000000128e+02	3.687999999999999971e-29
3.224520790000000261e+02	4.742000000000000171e-30
3.226479420000000005e+02	8.705000000000000149e-25
3.226958539999999971e+02	2.996000000000000138e-30
3.229723290000000020e+02	3.005999999999999858e-28
3.229960829999999987e+02	8.134000000000000229e-30
3.230034539999999765e+02	3.063999999999999947e-30
3.230789179999999874e+02	3.156000000000000151e-29
3.232721670000000245e+02	5.138000000000000372e-29
3.233898370000000000e+02	1.589000000000000174e-30
3.234282569999999737e+02	1.291000000000000018e-25
3.234349070000000097e+02	3.028999999999999865e-22
3.234750579999999900e+02	4.482999999999999841e-28
3.236307939999999803e+02	1.610000000000000003e-19
3.239296459999999911e+02	2.764999999999999828e-19
3.239995450000000119e+02	1.638000000000000080e-29
3.240552839999999719e+02	4.914000000000000241e-29
3.240771149999999921e+02	1.496000000000000013e-30
3.241336909999999989e+02	2.942999999999999932e-26
3.242017389999999750e+02	1.341999999999999944e-28
3.243191299999999728e+02	4.217999999999999996e-25
3.245190680000000043e+02	3.186000000000000209e-28
3.248759850000000142e+02	7.536000000000000409e-23
3.249704100000000153e+02	1.232000000000000019e-29
3.251404289999999833e+02	1.672999999999999855e-24
3.252895219999999767e+02	1.247000000000000020e-30
3.254144019999999955e+02	1.428999999999999979e-27
3.254568790000000149e+02	3.721999999999999806e-29
3.255137829999999894e+02	6.315999999999999573e-30
3.257856380000000058e+02	2.274000000000000041e-22
3.257986809999999878e+02	1.101999999999999924e-28
3.258642879999999877e+02	3.073999999999999892e-22
3.260624460000000227e+02	2.836000000000000124e-29
3.260902580000000057e+02	4.588000000000000046e-30
3.261345450000000028e+02	1.063000000000000033e-29
3.263045809999999847e+02	3.669000000000000345e-27
3.263165250000000128e+02	1.101000000000000068e-26
3.263557559999999853e+02	2.186999999999999942e-23
3.264903390000000059e+02	1.900999999999999836e-30
3.265005879999999934e+02	3.172999999999999855e-27
3.265957290000000057e+02	1.212000000000000087e-30
3.267649660000000154e+02	4.612999999999999796e-27
3.267884779999999978e+02	1.383999999999999927e-26
3.268991429999999809e+02	4.548999999999999791e-29
3.272087750000000028e+02	2.722000000000000099e-26
3.273289050000000202e+02	3.358000000000000224e-29
3.274007040000000188e+02	2.477999999999999940e-30
3.275571199999999976e+02	1.525000000000000071e-19
3.275957639999999742e+02	4.576999999999999797e-19
3.278196360000000027e+02	2.885000000000000155e-22
3.278220479999999952e+02	9.616999999999999991e-23
3.280061549999999784e+02	6.448000000000000481e-30
3.280108099999999922e+02	3.878000000000000040e-25
3.280122410000000173e+02	1.163000000000000013e-24
3.281593149999999923e+02	1.001999999999999964e-30
3.281676459999999906e+02	9.435000000000000255e-20
3.281760439999999903e+02	2.026999999999999875e-30
3.283518460000000232e+02	1.812999999999999918e-25
3.284879320000000007e+02	6.043000000000000339e-26
3.286091499999999996e+02	9.620999999999999989e-30
3.286302350000000274e+02	7.472999999999999866e-30
3.286575720000000160e+02	9.137000000000000016e-27
3.286870220000000131e+02	1.687000000000000127e-30
3.288035259999999766e+02	1.122000000000000009e-29
3.288662669999999935e+02	5.629999999999999671e-25
3.288984330000000114e+02	5.464000000000000141e-26
3.290021960000000263e+02	1.457000000000000007e-25
3.291273790000000190e+02	2.683999999999999775e-29
3.292627880000000005e+02	7.353999999999999884e-29
3.292869539999999802e+02	3.674000000000000278e-30
3.297568259999999896e+02	2.570000000000000074e-30
3.298393449999999802e+02	1.540000000000000048e-24
3.299838910000000283e+02	1.267000000000000022e-28
3.300524849999999901e+02	7.319999999999999769e-30
3.301495600000000081e+02	1.935000000000000091e-30
3.302631099999999833e+02	2.662999999999999936e-27
3.303092359999999985e+02	2.538000000000000155e-29
3.308228669999999738e+02	1.472999999999999892e-22
3.309692279999999869e+02	1.713999999999999975e-29
3.312999940000000265e+02	3.561000000000000152e-22
3.315744429999999738e+02	1.427000000000000000e-30
3.315745580000000245e+02	1.334000000000000080e-24
3.316053380000000175e+02	1.657000000000000054e-29
3.316339830000000006e+02	1.905000000000000080e-23
3.316543810000000008e+02	1.393999999999999970e-27
3.317356540000000109e+02	3.957999999999999887e-23
3.318502849999999853e+02	1.448999999999999918e-30
3.321312790000000064e+02	5.282999999999999908e-28
3.321696870000000104e+02	2.418999999999999866e-26
3.322680629999999837e+02	1.361999999999999924e-30
3.323171919999999773e+02	1.699999999999999861e-29
3.324408149999999864e+02	1.387000000000000032e-29
3.324515460000000076e+02	4.621000000000000273e-30
3.325318629999999871e+02	2.861999999999999978e-24
3.326042340000000195e+02	4.912999999999999933e-29
3.326888230000000135e+02	1.516999999999999986e-28
3.328996789999999919e+02	6.282999999999999767e-29
3.329241380000000277e+02	3.015999999999999999e-30
3.329394629999999893e+02	6.834000000000000121e-31
3.329525780000000168e+02	1.776000000000000036e-29
3.329622880000000009e+02	1.560999999999999913e-30
3.330449560000000133e+02	1.871000000000000044e-30
3.332610230000000229e+02	3.076999999999999892e-29
3.332994360000000142e+02	9.177000000000000649e-25
3.333264070000000174e+02	6.670000000000000400e-25
3.333409280000000194e+02	1.203000000000000044e-29
3.334668369999999982e+02	3.601000000000000048e-29
3.335445389999999861e+02	1.820000000000000040e-28
3.337308249999999816e+02	4.232000000000000128e-29
